metric_category,metric_name,motivation_label,observation_count,unique_commit_count,median_delta,mean_delta,q1_delta,q3_delta,improvement_rate,worsening_rate
design_smell,Wide Hierarchy,logical_mismatch,443,443,0.0,0.0,0.0,0.0,0.0,0.0
design_smell,Wide Hierarchy,maintainability,1018,1018,0.0,-0.0550098231827112,0.0,0.0,0.0019646365422396855,0.003929273084479371
design_smell,Wide Hierarchy,readability,1096,1096,0.0,0.0009124087591240876,0.0,0.0,0.0,0.0009124087591240876
design_smell,Wide Hierarchy,repurpose_reuse,89,89,0.0,0.011235955056179775,0.0,0.0,0.0,0.011235955056179775
design_smell,Wide Hierarchy,slow_performance,45,45,0.0,0.0,0.0,0.0,0.0,0.0
design_smell,Wide Hierarchy,testability,97,97,0.0,-0.010309278350515464,0.0,0.0,0.010309278350515464,0.0
implementation_smell,Abstract Function Call From Constructor,dependency,59,59,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Abstract Function Call From Constructor,duplication,21,21,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Abstract Function Call From Constructor,hard_to_debug,37,37,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Abstract Function Call From Constructor,legacy_code,47,47,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Abstract Function Call From Constructor,logical_mismatch,443,443,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Abstract Function Call From Constructor,maintainability,1018,1018,0.0,-0.03732809430255403,0.0,0.0,0.0019646365422396855,0.0009823182711198428
implementation_smell,Abstract Function Call From Constructor,readability,1096,1096,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Abstract Function Call From Constructor,repurpose_reuse,89,89,0.0,0.011235955056179775,0.0,0.0,0.0,0.011235955056179775
implementation_smell,Abstract Function Call From Constructor,slow_performance,45,45,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Abstract Function Call From Constructor,testability,97,97,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Complex Conditional,dependency,59,59,0.0,0.6271186440677966,0.0,0.0,0.03389830508474576,0.05084745762711865
implementation_smell,Complex Conditional,duplication,21,21,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Complex Conditional,hard_to_debug,37,37,0.0,0.13513513513513514,0.0,0.0,0.0,0.08108108108108109
implementation_smell,Complex Conditional,legacy_code,47,47,0.0,-0.0851063829787234,0.0,0.0,0.06382978723404255,0.0
implementation_smell,Complex Conditional,logical_mismatch,443,443,0.0,0.02708803611738149,0.0,0.0,0.020316027088036117,0.05191873589164785
implementation_smell,Complex Conditional,maintainability,1018,1018,0.0,-2.7406679764243616,0.0,0.0,0.01669941060903733,0.07072691552062868
implementation_smell,Complex Conditional,readability,1096,1096,0.0,0.0666058394160584,0.0,0.0,0.01916058394160584,0.05930656934306569
implementation_smell,Complex Conditional,repurpose_reuse,89,89,0.0,-0.02247191011235955,0.0,0.0,0.011235955056179775,0.011235955056179775
implementation_smell,Complex Conditional,slow_performance,45,45,0.0,0.06666666666666667,0.0,0.0,0.022222222222222223,0.044444444444444446
implementation_smell,Complex Conditional,testability,97,97,0.0,-1.134020618556701,0.0,0.0,0.010309278350515464,0.010309278350515464
implementation_smell,Complex Method,dependency,59,59,0.0,0.5932203389830508,0.0,0.0,0.01694915254237288,0.06779661016949153
implementation_smell,Complex Method,duplication,21,21,0.0,-0.14285714285714285,0.0,0.0,0.09523809523809523,0.0
implementation_smell,Complex Method,hard_to_debug,37,37,0.0,0.08108108108108109,0.0,0.0,0.0,0.08108108108108109
implementation_smell,Complex Method,legacy_code,47,47,0.0,0.1276595744680851,0.0,0.0,0.0,0.1276595744680851
implementation_smell,Complex Method,logical_mismatch,443,443,0.0,0.040632054176072234,0.0,0.0,0.013544018058690745,0.05417607223476298
implementation_smell,Complex Method,maintainability,1018,1018,0.0,-4.327111984282908,0.0,0.0,0.01669941060903733,0.09037328094302555
implementation_smell,Complex Method,readability,1096,1096,0.0,0.10857664233576643,0.0,0.0,0.012773722627737226,0.08667883211678833
implementation_smell,Complex Method,repurpose_reuse,89,89,0.0,0.06741573033707865,0.0,0.0,0.02247191011235955,0.0898876404494382
implementation_smell,Complex Method,slow_performance,45,45,0.0,0.17777777777777778,0.0,0.0,0.022222222222222223,0.08888888888888889
implementation_smell,Complex Method,testability,97,97,0.0,-1.8144329896907216,0.0,0.0,0.010309278350515464,0.020618556701030927
implementation_smell,Empty catch clause,dependency,59,59,0.0,0.1016949152542373,0.0,0.0,0.01694915254237288,0.03389830508474576
implementation_smell,Empty catch clause,duplication,21,21,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Empty catch clause,hard_to_debug,37,37,0.0,-0.10810810810810811,0.0,0.0,0.08108108108108109,0.0
implementation_smell,Empty catch clause,legacy_code,47,47,0.0,-0.0425531914893617,0.0,0.0,0.0425531914893617,0.0
implementation_smell,Empty catch clause,logical_mismatch,443,443,0.0,0.022573363431151242,0.0,0.0,0.009029345372460496,0.02708803611738149
implementation_smell,Empty catch clause,maintainability,1018,1018,0.0,-2.4489194499017684,0.0,0.0,0.009823182711198428,0.0343811394891945
implementation_smell,Empty catch clause,readability,1096,1096,0.0,0.03923357664233577,0.0,0.0,0.008211678832116789,0.03102189781021898
implementation_smell,Empty catch clause,repurpose_reuse,89,89,0.0,0.056179775280898875,0.0,0.0,0.011235955056179775,0.056179775280898875
implementation_smell,Empty catch clause,slow_performance,45,45,0.0,0.08888888888888889,0.0,0.0,0.0,0.044444444444444446
implementation_smell,Empty catch clause,testability,97,97,0.0,-0.14432989690721648,0.0,0.0,0.010309278350515464,0.030927835051546393
implementation_smell,Long Identifier,dependency,59,59,0.0,-0.1016949152542373,0.0,0.0,0.01694915254237288,0.01694915254237288
implementation_smell,Long Identifier,duplication,21,21,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Long Identifier,hard_to_debug,37,37,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Long Identifier,legacy_code,47,47,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Long Identifier,logical_mismatch,443,443,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Long Identifier,maintainability,1018,1018,0.0,-4.894891944990177,0.0,0.0,0.005893909626719057,0.007858546168958742
implementation_smell,Long Identifier,readability,1096,1096,0.0,0.032846715328467155,0.0,0.0,0.0018248175182481751,0.008211678832116789
implementation_smell,Long Identifier,repurpose_reuse,89,89,0.0,0.011235955056179775,0.0,0.0,0.0,0.011235955056179775
implementation_smell,Long Identifier,slow_performance,45,45,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Long Identifier,testability,97,97,0.0,-0.23711340206185566,0.0,0.0,0.010309278350515464,0.0
implementation_smell,Long Method,dependency,59,59,0.0,0.05084745762711865,0.0,0.0,0.0,0.01694915254237288
implementation_smell,Long Method,duplication,21,21,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Long Method,hard_to_debug,37,37,0.0,0.02702702702702703,0.0,0.0,0.0,0.02702702702702703
implementation_smell,Long Method,legacy_code,47,47,0.0,0.0,0.0,0.0,0.0,0.0
implementation_smell,Long Method,logical_mismatch,443,443,0.0,0.006772009029345372,0.0,0.0,0.002257336343115124,0.009029345372460496
implementation_smell,Long Method,maintainability,1018,1018,0.0,-0.9459724950884086,0.0,0.0,0.005893909626719057,0.01669941060903733
