commit_sha,before_value,after_value,improvement_rate_pct
15a9f3d47ae3bc9ec7be19cbceff8f1b4981364d,129.0,137.0,-6.2015503875969
15c5bc9bb824136e4bffd8c75383218b2a9e8859,54.0,61.0,-12.962962962962962
15d9b32c557dc203c3675303de3dfba9b2d0d097,32.0,32.0,0.0
15db0d54aca81da33f6c222296f1702412653c95,402.0,0.0,100.0
15e714c72ad2f8bbd033780743ac62c1f023d12d,40466.0,40466.0,0.0
15f5a28f7cbe263f642b743038117b005b72d1b7,12243.0,12243.0,0.0
1640e81371c4316bbcfa0fa6ec3d4a9f3c97c495,630.0,632.0,-0.31746031746031744
165de25576678faa50d4e34978ac8c761409e41c,1326.0,1327.0,-0.07541478129713425
16701f0561fbed18387347fcf0d066b335872f37,4387.0,4386.0,0.022794620469569184
16715bcde2521474993ef6cbc7f3332f6f2b62d4,35.0,41.0,-17.142857142857142
1674dde38d50a9c564d92f110f1d660b30783f65,1.0,1.0,0.0
1699f6c41f61d41a1c9fd8f9aa0a1d9b24b1e4a8,3984.0,3984.0,0.0
16d0aadc2df95e2b9d85cba5033c9b5dcf27c3e9,327.0,327.0,0.0
16e13825e633af7a54ea802a505cac7b0fb37ab5,262.0,260.0,0.7633587786259541
16e48428a0886d009ff4c01b3346b3c748a6e815,29.0,72.0,-148.27586206896552
16e86bdce8d9a9140ba33c305ed947e914a96719,39229.0,39229.0,0.0
172a01b0d4fd4605ef90095641bb7ad108356886,389.0,412.0,-5.912596401028278
1765459c568117a3484db94109884afec021a494,59.0,47.0,20.33898305084746
17864f475c28f87d5701d27b73652b9d4a0f067a,40465.0,40464.0,0.0024712714691708885
1786a2b1bb8f238cba91828da93330f788456c69,20454.0,20477.0,-0.11244744304292559
17a5cc656273877dcbc7e1b11a9c7e24c1727919,3695.0,3695.0,0.0
17bec488945d82321dab3d38757b9b5e05930792,27.0,32.0,-18.51851851851852
17e6441deb78b0db3fb13663b808f1282482c44e,6.0,6.0,0.0
17f2008c0b2310da5447a99cb7c2e3e8edf6517c,433.0,433.0,0.0
181711a0eea261c4452d66f41acf24099dc5b5de,115.0,130.0,-13.043478260869565
1841622e150b817eac32ce785506ee94ccfd7a6f,131.0,157.0,-19.84732824427481
1861a265695a62957118236f4f7b84757fc138b4,1511.0,1511.0,0.0
187cafc9164706d9baa4955cd04bf854dcd6ea79,2181.0,2182.0,-0.04585052728106373
187e448b2628e75757da198d8a2cf971bb949644,1809.0,1809.0,0.0
188706b87bce92f0478826be3f1a35e10fae2b0e,5351.0,5357.0,-0.11212857409829938
1899616b3cdfb587d20695b7b5ed914463b60496,17.0,72.0,-323.5294117647059
18a838013ac466b2454f966abbace7043c72e5bc,1.0,0.0,100.0
18a8492f1d8d8198eea0bc4fe78f6ec81ba9c452,87.0,87.0,0.0
18b9cb1b39416c530c3ef7787813d5d5f1a1e95c,213.0,276.0,-29.577464788732392
18cf4af402590dbbb5bf734df88569fc2f15438f,143.0,144.0,-0.6993006993006993
18d37e0e8680d58f85aa5f6a876bc3f476445792,111.0,115.0,-3.6036036036036037
18e58355587b8989d8ee6894aa15ac9d980c0a37,415.0,415.0,0.0
18ec912e5cb8eefd21f9cf9a35386b93b73be8a6,2369.0,2369.0,0.0
19452b8f8eb4201d128f7473d7a3ca91bc192e3c,271.0,271.0,0.0
1958b7f63819953fb5baf913151272e80f182238,5358.0,5356.0,0.03732736095558044
198aebb8b405a3d1f3c27be3dfbcafd6122ac894,5621.0,5626.0,-0.0889521437466643
19c51f2f0a8b6196250c2b82a6281a2a70219fe5,282.0,288.0,-2.127659574468085
19c8016920e980fd129ea9dd202c0c7af8e51a63,16.0,22.0,-37.5
19c87f4459b41bfb0d479477bfc14925a6e9803f,69.0,69.0,0.0
19f788d41cc28d5c8b545515cd44af477dc247ca,52.0,53.0,-1.9230769230769231
1a033a9f54de34018058344662fd0040a1266f5d,8.0,8.0,0.0
1a311cab18f65e3c13483fb3002ad178b15782bd,4.0,4.0,0.0
1a56c2625187fb67c90f76fc16c3c0f697abc5d9,12.0,12.0,0.0
1a7470a307568f7218321c337783f0ed2a0f67c5,15.0,25.0,-66.66666666666666
1a9dac59a2fa66538d460df4b61d4774bc94e8a6,336.0,337.0,-0.2976190476190476
1aab938b0ac8edec2312b39a0f87d11d55e7b08c,750.0,750.0,0.0
1ac923ec9db901e0e5b8192243130ca4719deccc,65.0,70.0,-7.6923076923076925
1ad52d8468e5d82484e6af2a36d0b6233f1a33d0,560.0,557.0,0.5357142857142857
1ae510228382b076fb2ff57be1351d6142794f87,1708.0,1708.0,0.0
1aee95e863fbef1d3e21dcb269764aeef5cca674,25.0,36.0,-44.0
1af7c14799d6c5e3e188cb5cd6ec03a9aacd7d68,634.0,634.0,0.0
1b0775d4e5a46dfaa124ec1d31fb9758772f4686,70.0,73.0,-4.285714285714286
1b0b9a1a68d31b7fa38bd95fcb26e953a731de18,80.0,80.0,0.0
1b0e044464f5d016ed9f8dc9d95745031bcdb768,1964.0,1957.0,0.3564154786150713
1b1ccabade9caaa3f95518133b042aade9c627c4,49.0,72.0,-46.93877551020408
1b287f3c17b6389fcc3fa18d57e545012f8bf745,434.0,433.0,0.2304147465437788
1b3290e56d445ad2d49cd49cc76721975b2503fa,6490.0,6512.0,-0.3389830508474576
1b3e546bb1372154242bae54ffcb46690ccec169,419.0,435.0,-3.8186157517899764
1b46cdf785ed74308f353ab9d6a7f1640964ed0e,4893.0,4893.0,0.0
